Код сети;Адрес;Продажи
00045673442050010;Волгоградская обл, г Урюпинск, пр-кт Ленина, 38А;6898
00045677724490000;Волгоградская обл, г Урюпинск, пр-кт Ленина, 72;4522
00045672311238360;Волгоградская обл, г Урюпинск, ул Большая Мушкетовская, 72В;5593
00045677743931676;Волгоградская обл, г Урюпинск, ул Красноармейская, 2;7100
00045677743931676;Волгоградская обл, г Фролово, ул 40 лет Октября, 48;4590
00045672310031475;Волгоградская обл, г Фролово, ул Народная, 93;7017
00045677724490000;Волгоградская обл, г Фролово, ул Октябрьская, 186;4031
00045672310031475;Волгоградская обл, г Фролово, ул Рабочая, 32;4171
00045677825706086;Волгоградская обл, г Фролово, ул Фроловская, 9;9369
00045677724490000;Волгоградская обл, Городищенский р-н, п Сады Придонья, ул Первомайская, 14;5542
00045672310031475;Волгоградская обл, Городищенский р-н, рп Городище, пр-кт Ленина, 4;1923
00045677825706086;Волгоградская обл, Городищенский р-н, рп Городище, пр-кт Ленина, 8А;5061
00045675257056036;Волгоградская обл, Городищенский р-н, рп Городище, ул 62 Армии, 8Б;893
00045677715437850;Волгоградская обл, Городищенский р-н, рп Городище, ул Андреева, 1, к 2;824
00045677724490000;Волгоградская обл, Городищенский р-н, рп Ерзовка, ул Ленина, 14;7401
00045673442050010;Волгоградская обл, Городищенский р-н, рп Ерзовка, ул Молодежная квартал 4, 19;1322
00045672310031475;Волгоградская обл, Городищенский р-н, рп Новый Рогачик, ул Степная, 98А;744
00045677724490000;Волгоградская обл, Городищенский р-н, с Карповка, ул 51 Гвардейской Дивизии, 5;6774
00045672310031475;Волгоградская обл, Городищенский р-н, с Орловка, ул Автомагистральная, 8;5692
00045677724490000;Волгоградская обл, Городищенский р-н, х Песковатка, ул Мелиораторов, 4;3705
00045673442050010;Волгоградская обл, Даниловский р-н, рп Даниловка, ул Ленинская, 20;6616
00045677724490000;Волгоградская обл, Даниловский р-н, с Заплавка, ул им Донцова Д.В., 24/1;4308
00045677724490000;Волгоградская обл, Даниловский р-н, ст-ца Березовская, ул Центральная, 23/1;5184
00045672309051942;Волгоградская обл, Дубовский р-н, г Дубовка, ул Магистральная, 3;1232
00045677825706086;Волгоградская обл, Дубовский р-н, г Дубовка, ул Московская, 66А;691
